NAME_AREA,ROAD,CODE_DISTRICT,DISTRICT,GEOX,GEOY
Àrea de Joc Infantil a la Plaça de la Pau,Pl Pau,10,Sant Martí,41.42276016329644,2.208280586170607
Àrea de Joc Infantil a la Plaça Diagonal Mar,Pl Diagonal Mar,10,Sant Martí,41.41123049147512,2.213918712210988
Àrea de Joc Infantil a l'Avinguda Meridiana - Aragó - València,Av Meridiana,10,Sant Martí,41.410339827688745,2.187208010286828
Àrea de Joc Infantil a la Plaça Germans Serra,Pl Germans Serra,10,Sant Martí,41.41698562178453,2.212684467484628
Àrea de Joc Infantil,C Vidriol,3,Sants-Montjuïc,41.37466510611165,2.1466294160580546
Àrea de Joc Infantil,Carrer d'Antoni de Capmany,3,Sants-Montjuïc,41.37346410299741,2.1336603620857213
Àrea de Joc Infantil als Jardins de Can Bruixa,Travessera de les Corts,4,Les Corts,41.38368487225953,2.130450435004966
Àrea de Joc Infantil a Montnegre - Castells,C Castells,4,Les Corts,41.38731366138974,2.1394883516358703
Àrea de Joc Infantil,C Còrsega,2,Eixample,41.39038946308683,2.150985832030137
Àrea de Joc Infantil al Passeig Colom,Pg Colom,1,Ciutat Vella,41.37844681975372,2.180159169900884
Àrea de Joc Infantil al Passeig de Sant Joan - Gran Via - Diagonal,Pg Sant Joan,2,Eixample,41.39988081391009,2.1694344399364667
Àrea de Joc Infantil al Pla de Palau,Pla Palau,1,Ciutat Vella,41.38296564671672,2.1825816509766858
Àrea de Joc Infantil,Sant Pau,1,Ciutat Vella,41.37650077245051,2.16931451433491
Àrea de Joc Infantil,Pg Marítim Barceloneta,1,Ciutat Vella,41.38295492977149,2.1922718564968324
Àrea de Joc Infantil,C Artesania,8,Nou Barris,41.44622249771627,2.171156906606161
Àrea de Joc Infantil,Pl Alfons el Savi,7,Horta-Guinardó,41.413577084643165,2.1654810232921857
Àrea de Joc Infantil,Juan de Mena,7,Horta-Guinardó,41.431242318297365,2.1483932883821786
Àrea de Joc Infantil,C Síndic Rahola,7,Horta-Guinardó,41.44061374485373,2.1527809830615108
Àrea de Joc Infantil,C Poesia,7,Horta-Guinardó,41.43250966110126,2.142646475130079
Àrea de Joc Infantil,C Sagrera,9,Sant Andreu,41.42688804853376,2.190739286407059
Àrea de Joc Infantil,C Floristes de la Rambla,1,Ciutat Vella,41.38182645937061,2.1700092114303566
Àrea de Joc Infantil a la Plaça Poeta Boscà,Pl Poeta Boscà,1,Ciutat Vella,41.38024616800818,2.18928120267198
Àrea de Joc Infantil a la Plaça Hilari Salvadó,Pl Hilari Salvadó,1,Ciutat Vella,41.37946530642274,2.1914770248258546
Àrea de Joc Infantil al Carrer Mercaders,C Mercaders,1,Ciutat Vella,41.385253911369766,2.177606096154067
Àrea de Joc Infantil a la Placeta de Martina Castells,Plta Martina Castells,1,Ciutat Vella,41.37984296149932,2.166862358465059
Àrea de Joc Infantil a l'Avinguda Diagonal - Llull,Av Diagonal,10,Sant Martí,41.40948939599247,2.2124933983187187
Àrea de Joc Infantil a la Plaça Manuel Ainaud,Pl Manuel Ainaud,10,Sant Martí,41.42196587813454,2.210582829027425
Àrea de Joc Infantil a la Plaça Artur Martorell,Pl Artur Martorell,10,Sant Martí,41.42058667850929,2.208036614611075
Àrea de Joc Infantil a la Plaça Fernando de los Rios,Pl Fernando de los Ríos,10,Sant Martí,41.423953946471975,2.2077361917739062
Àrea de Joc Infantil a la Plaça Clementina Arderiu,Pl Clementina Arderiu,10,Sant Martí,41.42262152854016,2.210801229919569
Àrea de Joc Infantil a la Plaça Julio González,Pl Julio González,10,Sant Martí,41.40138566453392,2.2073054780587804
Àrea de Joc Infantil a la Plaça Joaquín Maurin,C Menorca,10,Sant Martí,41.42103667961019,2.1984992217395085
Àrea de Joc Infantil al Passeig de Sant Joan  - Còrsega - Indústria,Pg Sant Joan,6,Gràcia,41.40274666182345,2.165714383899507
Àrea de Joc Infantil,C Sor Eulàlia d'Anzizu,4,Les Corts,41.39237950941828,2.115476929299273
Àrea de Joc Infantil a la Plaça Maresme,Pl Maresme,10,Sant Martí,41.4125685031641,2.216028040954246
Àrea de Joc Infantil a Ferrer Bassa - Otranto - Salern,C Ferrer Bassa,10,Sant Martí,41.41724439940174,2.2173001357605653
Àrea de Joc Infantil a Alfons el Magnànim - Cristobal de Moura - Perpinya - Lluis Dalmau,Carrer d'Alfons el Magnànim,10,Sant Martí,41.41811828879914,2.212715612729143
Àrea de Joc Infantil a la Plaça de les Masies d'Horta,C Alt de Mariner,7,Horta-Guinardó,41.430782668984136,2.158904727336692
Àrea de Joc Infantil al Camí de Cal Notari,Camí Cal Notari,7,Horta-Guinardó,41.44203768374461,2.149744318173962
Àrea de Joc Infantil,Carrer de Provençals,10,Sant Martí,41.40360835888967,2.213355360398716
Àrea de Joc Infantil,Camí Antic de València,10,Sant Martí,41.40633543755732,2.201661451325657
Àrea de Joc Infantil,C Marina,2,Eixample,41.400548194922486,2.1789766240723334
Àrea de Joc Infantil a Vallvidrera - Les Planes ( Mas Guimbau ),Pg Solé i Pla,5,Sarrià-Sant Gervasi,41.42709578021984,2.08902588820238
Àrea de Joc Infantil a carrer Almogàvers - Llacuna,C Pere IV,10,Sant Martí,41.40295078982855,2.1976799045979125
Àrea de Joc Infantil a Bac de Roda - Pallars,C Pallars,10,Sant Martí,41.40744487459204,2.20591691462226
Àrea de Joc Infantil a Alfons el Magnànim - Bernat Metge - Cristobal de Moura,C Alfons el Magnànim,10,Sant Martí,41.41773740752153,2.213223287184725
Àrea de Joc Infantil a Espiga - Felip II - Cardenal Tedeschini,C Espiga,9,Sant Andreu,41.42680458965288,2.180432354093249
Àrea de Joc Infantil a la Plaça del Taxi,Pl Taxi,9,Sant Andreu,41.41631151911679,2.180568445992812
Àrea de Joc Infantil,C Garriga i Roca,7,Horta-Guinardó,41.4195138630237,2.171071262108613
Àrea de Joc Infantil,C Olot,6,Gràcia,41.41350924872243,2.1531271963876573
Espai Lúdic,Pl Glòries Catalanes,2,Eixample,41.40450777028643,2.185447507294868
Àrea de Joc Infantil a la Plaça Calvó,Pl Calvó,5,Sarrià-Sant Gervasi,41.41124418781823,2.131199925927548
Àrea de Joc Infantil a la Plaça Isop,C Cortada,7,Horta-Guinardó,41.42372515732716,2.14598241791981
Àrea de Joc Infantil a Mare de Déu de Montserrat (Tenerife-Fco. Alegre)(Talleres Muñoz),C Tenerife,7,Horta-Guinardó,41.415933355353424,2.164979965758854
Àrea de Joc Infantil a la Plaça Herta Frankel,Pl Herta Frankel,7,Horta-Guinardó,41.42267652485479,2.1448020071172094
Àrea de Joc Infantil al Parc Apolo,C Llerona,8,Nou Barris,41.45577026974106,2.181526967506951
Àrea de Joc Infantil a la Plaça Mainada,Pl Mainada,9,Sant Andreu,41.4197118371921,2.1837102354560303
Àrea de Joc Infantil als Jardins Aigües de Montcada,Ctra Ribes,9,Sant Andreu,41.45463530901679,2.189732838005316
Àrea de Joc Infantil al Jardins de Pepa Colomer,C Hondures,9,Sant Andreu,41.419448167374334,2.190646120240832
Àrea de Joc Infantil a Enric Granados - París - Avinguda Diagonal,C Enric Granados,2,Eixample,41.40196397726753,2.178705089900734
Àrea de Joc Infantil a Superilla del Poblenou (Almogàvers),C Sancho de Ávila,10,Sant Martí,41.40225063968387,2.19451442968234
Àrea de Joc Infantil a l'Avinguda Meridiana - Cardenal Tedeschini - Olesa,Av Meridiana,9,Sant Andreu,41.42605732825754,2.1855702155565337
Àrea de Joc Infantil,C Comte Borrell,2,Eixample,41.38241798010694,2.155073120625299
Àrea de Joc Infantil,C Provença,2,Eixample,41.38653515836205,2.149486251145962
Àrea de Joc Infantil,C Padilla,2,Eixample,41.40409793289093,2.179799017458388
Àrea de Joc Infantil,C Viladomat,2,Eixample,41.38159040993856,2.1540036291795106
Àrea de Joc Infantil,C Comte d'Urgell,2,Eixample,41.38689539606736,2.152049652004726
Àrea de Joc Infantil,Carrer de Josep Ferrater i Móra,10,Sant Martí,41.4029855415332,2.211229278665123
Àrea de Joc Infantil,C Llull,10,Sant Martí,41.39235488000959,2.191460787027334
Àrea de Joc Infantil al Parc de Montjuïc - Passeig del Cims,C Tarongers,3,Sants-Montjuïc,41.3661386063564,2.166947237468355
Àrea de Joc Infantil Marquès de Mulhacén - Ptge Roserar,C Marquès de Mulhacén,5,Sarrià-Sant Gervasi,41.39135464688374,2.12017134160468
Àrea de Joc Infantil al Passeig Maragall - Trinxant - Juan de Garay,Pg Maragall,9,Sant Andreu,41.418442599894185,2.18071358721629
Àrea de Joc Infantil a la Guineueta,Rbla Caçador,8,Nou Barris,41.44033714458781,2.1702267513628093
Parc Infantil Els Petits Indians,C Concepción Arenal,9,Sant Andreu,41.422032977488776,2.183548155945291
Àrea de Joc Infantil a la Plaça de Sants,Pl Sants,3,Sants-Montjuïc,41.376044588373446,2.1350655245787777
Àrea de Joc Infantil a la Plaça Vila de Madrid,Pl Vila de Madrid,1,Ciutat Vella,41.384459988363,2.17232004927739
Àrea de Joc Infantil,C Mare de Déu de Port,3,Sants-Montjuïc,41.35940601819005,2.1428221080393035
Àrea de Joc Infantil a la Marina del Prat Vermell,C Cal Cisó,3,Sants-Montjuïc,41.351387606704726,2.1428869374363644
Àrea de Joc Infantil al Jardins de Joan Altisent,C Gelabert,4,Les Corts,41.38763954967322,2.141446537159434
Àrea de Joc Infantil,C Casanova,2,Eixample,41.38987142526882,2.1527278665521856
Àrea de Joc Infantil,Pl Glòries Catalanes,2,Eixample,41.40164208118341,2.185564297133557
Àrea de Joc Infantil als Cinemes Urgell (Borrell - Floridablanca),C Comte Borrell,2,Eixample,41.37993003491079,2.159476786667229
Àrea de Joc Infantil a Marquès de Comillas -Dalia- Montfar,C Begònia,3,Sants-Montjuïc,41.37009934391466,2.1460891452137147
Àrea de Joc Infantil al carrer Juan Ramón Jiménez,Rda Guineueta Vella,8,Nou Barris,41.443392033644265,2.162709271910119
Àrea de Joc Infantil a la Plaça Miguel de Unamuno,Pl Miguel de Unamuno,8,Nou Barris,41.443773078870045,2.169444716374862
Àrea de Joc Infantil al carrer Sant Iscle,C Sant Iscle,8,Nou Barris,41.43289467566505,2.172195300949894
Àrea de Joc Infantil a la Plaça Gatpac,C Lanzarote,9,Sant Andreu,41.44045192891213,2.1900658302219416
Àrea de Joc Infantil,Ptge Ricard Zamora,5,Sarrià-Sant Gervasi,41.39329452670944,2.1333917229930712
Àrea de Joc Infantil,C Gran de Sant Andreu,9,Sant Andreu,41.444421063133845,2.188638562006768
Àrea de Joc Infantil,C Diputació,2,Eixample,41.40065554779903,2.1805386383036622
Àrea de Joc Infantil,C Eduardo Conde,5,Sarrià-Sant Gervasi,41.39390626263015,2.121187244524123
Àrea de Joc Infantil,C Fontcoberta,5,Sarrià-Sant Gervasi,41.39486106193898,2.124274933337022
Font amb Jocs d'Aigua *Canyelles,C Juan Ramón Jiménez,8,Nou Barris,41.443229672204026,2.162688890236641
Àrea de Joc Infantil a la Plaça del Rom Cremat,Pl Rom Cremat,9,Sant Andreu,41.4221028258502,2.183139033937842
Àrea de Joc Infantil als Jardins de Vèlia,C Vèlia,9,Sant Andreu,41.42713022821139,2.18055308201244
Àrea de Joc Infantil al Parc del Camp de la Bota,Avinguda del Litoral,10,Sant Martí,41.40815440255872,2.2210642401396368
Àrea de Joc Infantil a la Plaça Juliana Morell,Pl Juliana Morell,10,Sant Martí,41.41864190609173,2.2133977144102666
Àrea de Joc Infantil,Carrer de la Mare de Déu dels Reis,6,Gràcia,41.41325448470696,2.145944208997487
Àrea de Joc Infantil a la Plaça de Cal Muns,Pl Cal Muns,3,Sants-Montjuïc,41.37120807012603,2.138799858362831
Àrea de Joc Infantil a Plaça Joaquim Folguera,Pl Joaquim Folguera,5,Sarrià-Sant Gervasi,41.405429245723575,2.1389166559414923
Àrea de Joc Infantil a Plaça Germans Rubió i Bellver,Pl Germans Rubió i Bellver,5,Sarrià-Sant Gervasi,41.40891658623299,2.109914518299991
Àrea de Joc Infantil als Jardins de l'Amistat,C Jerez,7,Horta-Guinardó,41.43327239860731,2.1538955515465124
Àrea de Joc Infantil,Pl Sagrada Família,2,Eixample,41.40327428684885,2.17264831600622
Àrea de Joc Infantil als Jardins Maria Soteras Mauri,C Josep Estivill,9,Sant Andreu,41.41743185180974,2.187350128302753
Àrea de Joc Infantil a la Plaça Victoria Kent,Pl Victòria Kent,10,Sant Martí,41.413766879926285,2.1950141781543566
Àrea de Joc Infantil a la Plaça Conxita Badia,Pl Conxita Badia,10,Sant Martí,41.42236093826234,2.206247912293584
Àrea de Joc Infantil al Passatge Borrull,C Castella,10,Sant Martí,41.40499857758527,2.197876160465242
Àrea de Joc Infantil al carrer Palerm,C Palerm,10,Sant Martí,41.41752672054766,2.2156750230870457
Àrea de Joc Infantil,Av Pau Casals,5,Sarrià-Sant Gervasi,41.39305884343497,2.143414500392974
Àrea de Joc Infantil al Passatge Pintor Tapiró,Ptge Pintor Tapiró,4,Les Corts,41.37819583059779,2.118879255379294
Àrea de Joc Infantil als Jardins Petit Príncep (Alella - Alloza),Jard El Petit Príncep,8,Nou Barris,41.43167693074194,2.1754242071595384
Àrea de Joc Infantil,C Hondures,9,Sant Andreu,41.420779854123154,2.188254105304773
Àrea de Joc Infantil a la Plaça Doctor Cararach Mauri,Pl Doctor Cararach Mauri,9,Sant Andreu,41.42728082318826,2.1911567386012853
Àrea de Joc Infantil a la Plaça Joan Pelegrí,Pl Joan Pelegrí,3,Sants-Montjuïc,41.37609958403257,2.1426282399675767
Àrea de Joc Infantil,C Pintor Tapiró,4,Les Corts,41.3777061847001,2.119004804837095
Àrea de Joc Infantil,Av Diagonal,4,Les Corts,41.38826987549862,2.128782316455013
Àrea de Joc Infantil als Jardins de Virgina Woolf,C Garcilaso,9,Sant Andreu,41.42263986813372,2.186224356199304
Tobogans Gegants de Montjuïc,C Tarongers,3,Sants-Montjuïc,41.36561334451554,2.16512820739447
Àrea de Joc Infantil al carrer Priorat,C Priorat,3,Sants-Montjuïc,41.37423038111111,2.13953445281236
Àrea de Joc Infantil,Marquès de Sentmenat,4,Les Corts,41.38503812216987,2.135813646243058
Àrea de Joc Infantil al Passatge Xavier Llorens,Ptge Xavier Llorens,10,Sant Martí,41.42421247456831,2.209275607603085
Àrea de Joc Infantil a la Plaça d'Anna Lizaran,C Sicília,2,Eixample,41.3949900414552,2.182119934896989
Àrea de Joc Infantil,C Marina,2,Eixample,41.3983943298128,2.181808302829212
Tobogans Gegants,C Llull,10,Sant Martí,41.40700728021575,2.21412783705944
Àrea de Joc Infantil a l'Avinguda Francesc Cambó,Av Francesc Cambó,1,Ciutat Vella,41.38585813732772,2.17753156516413
Àrea de Joc Infantil als Jardins Dorotea Chopitea,Jard Dorotea Chopitea,5,Sarrià-Sant Gervasi,41.39552020005468,2.125829480711552
Àrea de Joc Infantil,Carrer de Bac de Roda,10,Sant Martí,41.40232349200488,2.2106231077244987
Àrea de Joc Infantil,Carrer d'Espronceda,10,Sant Martí,41.401402084881234,2.209081556822592
Àrea de Joc Infantil,Ctra Carmel,7,Horta-Guinardó,41.41813481606472,2.156577755133592
Àrea de Joc Infantil,Av Mare de Déu de Montserrat,7,Horta-Guinardó,41.41600623064466,2.1699197153982093
Àrea de Joc Infantil a la Plaça André Malraux,C Ribes,2,Eixample,41.3935003142363,2.181308119882245
Àrea de Joc Infantil als Jardins Doctor Pere Franquesa,C França Xica,3,Sants-Montjuïc,41.37250381621092,2.1585275895053564
Àrea de Joc Infantil a la Plaça de la Cosmos,Pl Cosmos,7,Horta-Guinardó,41.42556854774288,2.152129366723984
Àrea de joc Infantil al Parc de Montjuïc - Plaça Alta de Can Clos,Pl Alta de Can Clos,3,Sants-Montjuïc,41.361736116242255,2.1465856143412068
Àrea de Joc Infantil a la Ronda Guinardó - pl Elisa Antonella,Trav Dalt,6,Gràcia,41.41217291226397,2.1598359800854414
Àrea de Joc Infantil a Plaça Dones del 36,Pl Dones del 36,6,Gràcia,41.40438099995056,2.1538662015749828
Àrea de Joc Infantil Sardenya - Rosselló,C Rosselló,6,Gràcia,41.40427826544514,2.171708850345025
Àrea de Joc Infantil a la Ronda Guinardó - Padilla,C Padilla,7,Horta-Guinardó,41.41216984641674,2.1682402911520966
Àrea de Joc Infantil,Pg Bosc de Roquetes,8,Nou Barris,41.44948342622856,2.1785863781602
Àrea de Joc Infantil a la Plaça de la Tolerància,Pl Tolerància,9,Sant Andreu,41.427393746530896,2.185888970161808
Guingueta de Jocs,Carrer d'Antoni de Capmany,3,Sants-Montjuïc,41.37346410299741,2.1336603620857213
Àrea de Joc Infantil a la Plaça George Orwell,C Escudellers,1,Ciutat Vella,41.38033321445055,2.177087024453084
Àrea de Joc Infantil a la Plaça Salvador Seguí,Carrer de Sant Josep Oriol,1,Ciutat Vella,41.37866471458606,2.1701005642187075
Àrea de Joc Infantil a la Rambla del Raval,Rbla Raval,1,Ciutat Vella,41.378551049769456,2.169085579720525
Àrea de Joc Infantil a la Plaça Havaneres,Pl Havaneres,9,Sant Andreu,41.42122959761364,2.1829475858748038
Àrea de Joc Infantil a la Plaça de la Infància,Pl Infància,10,Sant Martí,41.41371852886432,2.196483175294859
Àrea de Joc Infantil,C Ciutat de Granada,10,Sant Martí,41.40301853453876,2.1922204602052933
Àrea de Joc Infantil a la Plaça Navas,Pl Las Navas,3,Sants-Montjuïc,41.374262186166426,2.158883697125078
